id,nội dung câu hỏi,Bloom_Label
1682,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Em cu Tai ngủ trên lưng mẹ ơi Em ngủ cho ngoan đừng rời lưng mẹ Mẹ đang chuyển lán mẹ đi đạp rừng Thằng Mỹ đuổi ta phải rời con suối Anh trai cầm súng chị gái cầm chông Mẹ địu em đi để giành trận cuối Từ trên lưng mẹ em đến chiến trường Từ trong đói khổ em vào Trường Sơn Ngủ ngoan a kay ơi ngủ ngoan a kay hỡi Mẹ thương a kay mẹ thương đất nước Con mơ cho mẹ được thấy Bác Hồ Mai sau con lớn làm người Tự Do Khúc hát ru những em bé lớn trên lưng mẹ SGK Ngữ văn 9 tập một Người mẹ Tàôi mong ước con mình sau này sẽ trở thành,Understand
1683,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Em cu Tai ngủ trên lưng mẹ ơi Em ngủ cho ngoan đừng rời lưng mẹ Mẹ đang chuyển lán mẹ đi đạp rừng Thằng Mỹ đuổi ta phải rời con suối Anh trai cầm súng chị gái cầm chông Mẹ địu em đi để giành trận cuối Từ trên lưng mẹ em đến chiến trường Từ trong đói khổ em vào Trường Sơn Ngủ ngoan a kay ơi ngủ ngoan a kay hỡi Mẹ thương a kay mẹ thương đất nước Con mơ cho mẹ được thấy Bác Hồ Mai sau con lớn làm người Tự Do Khúc hát ru những em bé lớn trên lưng mẹ SGK Ngữ văn 9 tập một Lời ru trong đoạn trên xuất hiện khi nào,Understand
1684,Hình ảnh trăng cứ tròn vành vạnh đặc trưng cho điều gì,Understand
1685,Nhận định không phù hợp với ý nghĩa của hình ảnh vầng trăng,Evaluate
1686,Tư tưởng mà nhà thơ muốn gửi gắm qua bài thơ là gì,Remember
1687,Nhận định nói đúng nhất vấn đề về thái độ của con người mà bài thơ đặt ra,Understand
1688,Thái độ và bài học tác giả muốn gửi gắm qua bài thơ,Remember
1689,Nội dung của khổ thơ sau là gì Hồi nhỏ sống với đồng với sông rồi với bể hồi chiến tranh ở rừng vầng trăng thành tri kỉ,Remember
1690,Từ tri kỉ trong câu vầng trăng thành tri kỉ có nghĩa là gì,Remember
1691,Từ ngỡ trong câu ngỡ không bao giờ quên đồng nghĩa với từ nào,Remember
1692,Biện pháp tu từ nào được sử dụng trong đoạn thơ sau Ngửa mặt lên nhìn mặt có cái gì rưng rưng như là đồng là bể như là sông là rừng,Remember
1693,Từ vô tình có những lớp nghĩa nào,Understand
1694,Nguyễn Duy là nhà thơ trưởng thành trong giai đoạn nào,Understand
1695,Ánh trăng là bài thơ được viết cùng thể loại với bài thơ nào sau đây,Create
1696,Nhận định nào không phù hợp với nội dung tư tưởng được thể hiện qua bài thơ,Understand
1697,Bài thơ đề cập tới hai khoảng thời gian hồi nhỏ hồi chiến tranh và hồi về thành phố Em có nhận xét gì về những sự việc xảy ra trong hai khoảng thời gian đó,Evaluate
1698,Nguyễn Duy sinh ra ở đâu,Understand
1699,Nguyễn Duy từng tham gia trực chiến tại cây cầu nổi tiếng nào trong thời chống Mỹ,Understand
1700,Nguyễn Duy là nhà thơ trưởng thành trong giai đoạn nào,Understand
1701,Nguyễn Duy được tặng giải thưởng Hồ Chí Minh về văn học nghệ thuật năm bao nhiêu,Understand
1702,Nguy ễn Duy làm thơ từ khi nào,Understand
1703,Ngoài làm thơ Nguyễn Duy còn viết thể loại nào,Create
1704,Đâu không phải là tác phẩm của Nguyễn Duy,Understand
1705,Trong thời chống Mỹ Nguyễn Duy tham gia chiến đấu khắp các chiến trường miền Bắc miền Nam đúng hay sai,Apply
1706,Tác phẩm Ánh trăng viết về đề tài gì,Create
1707,Tác phẩm Ánh trăng ra đời khi nào,Understand
1708,Nhận định nào không phù hợp với nội dung tư tưởng được thể hiện qua bài thơ,Understand
1709,Tư tưởng mà nhà thơ muốn gửi gắm qua bài thơ Ánh trăng là gì,Remember
1710,Bài Ánh trăng viết về vầng trăng trong thời điểm nào,Create
1711,Ánh trăng là bài thơ được viết cùng thể loại với bài thơ nào sau đây,Create
1712,Nhận định nói đúng nhất vấn đề về thái độ của con người mà bài thơ đặt ra,Understand
1713,Văn bản Ánh trăng sử dụng phương thức biểu đạt chủ yếu nào dưới đây,Analyze
1714,Nhận xét nào sau đây không đúng với nghệ thuật của bài thơ Ánh trăng,Evaluate
1715,Nhân vật trữ tình trong bài thơ là ai,Remember
1716,Nội dung của khổ thơ sau là gì Hồi nhỏ sống với đồng với sông rồi với bể hồi chiến tranh ở rừng vầng trăng thành tri kỉ,Remember
1717,Hình ảnh trăng cứ tròn vành vạnh đặc trưng cho điều gì,Understand
1718,Câu thơ Như là đồng là bể Như là sông là rừng nên hiểu thế nào cho đúng,Understand
1719,Từ tri kỉ trong câu vầng trăng thành tri kỉ có nghĩa là gì,Remember
1720,Từ ngỡ trong câu ngỡ không bao giờ quên đồng nghĩa với từ nào,Remember
1721,Biện pháp tu từ nào được sử dụng trong đoạn thơ sau Ngửa mặt lên nhìn mặt có cái gì rưng rưng như là đồng là bể như là sông là rừng,Remember
1722,Từ vô tình có những lớp nghĩa nào,Understand
1723,Nhận định không phù hợp với ý nghĩa của hình ảnh vầng trăng trong bài thơ,Evaluate
1724,Cấu tạo bài thơ Ánh trăng có gì đặc biệt,Create
1725,Cách kết cấu như trên thể hiện ý nghĩa gì,Evaluate
1726,Tác giả gặp lại vầng trăng một cách sắp xếp đầy chủ ý đúng hay sai,Remember
1727,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Hồi nhỏ sống với đồng với sông rồi với bể hồi chiến tranh ở rừng vầng trăng thành tri kỷ SGK Ngữ văn 9 tập một Xác định phương thức biểu đạt chính được sử dụng trong đoạn trích trên,Analyze
1728,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Hồi nhỏ sống với đồng với sông rồi với bể hồi chiến tranh ở rừng vầng trăng thành tri kỷ SGK Ngữ văn 9 tập một Xác định biện pháp tu từ được sử dụng trong câu thơ Vầng trăng thành tri kỉ,Understand
1729,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Hồi nhỏ sống với đồng với sông rồi với bể hồi chiến tranh ở rừng vầng trăng thành tri kỷ SGK Ngữ văn 9 tập một Đoạn thơ trên được trích từ văn bản nào,Remember
1730,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Hồi nhỏ sống với đồng với sông rồi với bể hồi chiến tranh ở rừng vầng trăng thành tri kỷ SGK Ngữ văn 9 tập một Các từ đồng bể sông rừng thuộc trường từ vựng nào,Understand
1731,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Hồi nhỏ sống với đồng với sông rồi với bể hồi chiến tranh ở rừng vầng trăng thành tri kỷ SGK Ngữ văn 9 tập một Một bài thơ khác trong chương trình Ngữ văn 9 cũng dùng từ tri kỷ đó là,Understand
1732,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Từ hồi về thành phố quen ánh điện cửa gương vầng trăng đi qua ngõ như người dưng qua đường Thình lình đèn điện tắt Phòng buynđinh tối om vội bật tung cửa sổ đột ngột vầng trăng tròn Ánh trăng SGK Ngữ văn 9 tập một Ai là tác giả của văn bản chứa đoạn trích trên,Remember
1733,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Từ hồi về thành phố quen ánh điện cửa gương vầng trăng đi qua ngõ như người dưng qua đường Thình lình đèn điện tắt Phòng buynđinh tối om vội bật tung cửa sổ đột ngột vầng trăng tròn Ánh trăng SGK Ngữ văn 9 tập một Phương thức biểu đạt được sử dụng trong bốn câu thơ đầu của đoạn trích là gì,Remember
1734,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Từ hồi về thành phố quen ánh điện cửa gương vầng trăng đi qua ngõ như người dưng qua đường Thình lình đèn điện tắt Phòng buynđinh tối om vội bật tung cửa sổ đột ngột vầng trăng tròn Ánh trăng SGK Ngữ văn 9 tập một Biện pháp tu từ có trong khổ thơ đầu,Understand
1735,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Từ hồi về thành phố quen ánh điện cửa gương vầng trăng đi qua ngõ như người dưng qua đường Thình lình đèn điện tắt Phòng buynđinh tối om vội bật tung cửa sổ đột ngột vầng trăng tròn Ánh trăng SGK Ngữ văn 9 tập một Tình huống Thình lình đèn điện tắt có vai trò ý nghĩa gì trong bài thơ,Evaluate
1736,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Từ hồi về thành phố quen ánh điện cửa gương vầng trăng đi qua ngõ như người dưng qua đường Thình lình đèn điện tắt Phòng buynđinh tối om vội bật tung cửa sổ đột ngột vầng trăng tròn Ánh trăng SGK Ngữ văn 9 tập một Nội dung khái quát của đoạn trích trên là,Understand
1737,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Ngửa mặt lên nhìn mặt có cái gì rưng rưng như là đồng là bể như là sông là rừng Trăng cứ tròn vành vạnh kể chi người vô tình ánh trăng im phăng phắc đủ cho ta giật mình Ánh trăng SGK Ngữ văn 9 tập một Văn bản trên được sáng tác trong thời kỳ nào,Understand
1738,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Ngửa mặt lên nhìn mặt có cái gì rưng rưng như là đồng là bể như là sông là rừng Trăng cứ tròn vành vạnh kể chi người vô tình ánh trăng im phăng phắc đủ cho ta giật mình Ánh trăng SGK Ngữ văn 9 tập một Các hình ảnh Đồng bể sông rừng trong đoạn trích trên đã từng xuất hiện ở khổ thơ thứ nhất của bài thơ Việc lặp lại các hình ảnh ấy ở đoạn trích này có ý nghĩa gì,Evaluate
1739,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Ngửa mặt lên nhìn mặt có cái gì rưng rưng như là đồng là bể như là sông là rừng Trăng cứ tròn vành vạnh kể chi người vô tình ánh trăng im phăng phắc đủ cho ta giật mình Ánh trăng SGK Ngữ văn 9 tập một Đâu là nhận xét đúng về nghĩa của hai từ mặt được sử dụng trong câu thơ Ngửa mặt lên nhìn mặt,Evaluate
1740,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Ngửa mặt lên nhìn mặt có cái gì rưng rưng như là đồng là bể như là sông là rừng Trăng cứ tròn vành vạnh kể chi người vô tình ánh trăng im phăng phắc đủ cho ta giật mình Ánh trăng SGK Ngữ văn 9 tập một Hình ảnh tròn vành vạnh của vầng trăng ẩn dụ cho điều gì,Understand
1741,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Ngửa mặt lên nhìn mặt có cái gì rưng rưng như là đồng là bể như là sông là rừng Trăng cứ tròn vành vạnh kể chi người vô tình ánh trăng im phăng phắc đủ cho ta giật mình Ánh trăng SGK Ngữ văn 9 tập một Văn bản nào dưới đây cũng có sự xuất hiện của ánh trăng,Understand
1742,Từ tượng thanh là gì,Remember
1743,Câu thơ nào dưới đây chứa từ tượng thanh,Understand
1744,Biện pháp tu từ nào được sử dụng trong câu thơ sau Thà rằng liều một thân con Hoa dù rã cánh lá còn xanh cây,Remember
1745,Thế nào là từ tượng hình,Understand
1746,Dòng nào dưới đây chứa từ tượng hình,Understand
1747,Thông thường các yếu tố nghị luận trong văn bản tự sự diễn ra như thế nào,Understand
1748,Cho đoạn văn dưới Quyết đã từng không cho Hà xem bài trong giờ kiểm tra nhưng lại đến tận nhà cậu ấy hướng dẫn làm những bài toán khó Trong suốt học kì vừa rồi giờ tự học nào mà Quyết cũng giải bài chữa bài khó cho lớp Cậu ấy còn là người đóng góp nhiều nhất cho phong trào ủng hộ bạn nghèo Nhớ hồi đầu năm Bình bị ngã gãy tay cả tháng trời Quyết đã đến nhà chép bài cho bạn Đoạn văn trên có sử dụng yếu tố nghị luận không,Create
1749,Tác dụng của việc sử dụng yếu tố nghị luận trong đoạn văn trên cho chúng ta thấy điều gì,Understand
1750,Cho đoạn văn dưới Người bà giản dị của tôi nhưng lại có một đức tính cao cả Từ nhỏ tôi đã sống với bà vì ba mẹ phải đi làm ăn xa để lại quê nhà quạnh hiu cùng hai bà cháu Ở với bà tôi được dạy và học bao nhiêu điều bổ ích Bà thường bảo Uống nước phải biết nhớ nguồn Chim có tổ người có tông và ta không nên quên đi nguồn cội của mình nơi mà ta đã cất tiếng khóc chào đời nơi chôn nhau cắt rúng Tất cả những điều ấy làm tôi không thể nào quên và nó đã theo tôi trong suốt cuộc đời Đoạn văn trên có sử dụng yếu tố nghị luận không,Create
1751,Tác dụng của việc sử dụng yếu tố nghị luận trong đoạn văn trên cho chúng ta thấy điều gì,Understand
1752,Trong văn bản tự sự khi muốn để thuyết phục và khêu gợi người đọc người nghe phải suy nghĩ về một vấn đề nào đó cần sử dụng kết hợp yếu tố nào,Understand
1753,Yếu tố nghị luận giúp việc kể chuyện trở nên như thế nào,Understand
1754,Nếu yếu tố nghị luận lấn át hoặc thay thế cho tự sự thì có chuyện gì xảy ra,Understand
1755,Tâm lí nhân vật chính trong tác phẩm thể hiện qua,Understand
1756,Dòng nào chứa các từ địa phương được dùng trong truyện Làng,Understand
1757,Dòng nào nêu nhận xét không phù hợp với những nét đặc sắc nghệ thuật của tác phẩm,Evaluate
1758,Từ truyện ngắn Làng có thể thấy nhà văn Kim Lân là người thế nào,Understand
1759,Ngôi kể trong truyện ngắn Làng,Understand
1760,Nhận định nói đúng nhất loại ngôn ngữ được sử dụng trong truyện Làng của Kim Lân,Understand
1761,Từ lắp bắp trong câu ông Hai quay phắt lại lắp bắp hỏi có nghĩa là gì,Remember
1762,Câu nào nói đúng nhất tâm trạng ông Hai khi nghe tin làng chợ Dầu theo giặc,Understand
1763,Vì sao ông Hai yêu làng nhưng không quay về làng khi bị mụ chủ nhà đuổi khéo không còn chỗ để đi hơn nữa ông lại còn thù cái làng của mình,Understand
1764,Mục đích của ông Hai trò chuyện với đứa con út là gì,Remember
1765,Tính cách của nhân vật ông Hai được thể hiện trong tác phẩm,Understand
1766,Tác phẩm Làng của Kim Lân thuộc thể loại nào,Remember
1767,Nhân vật chính truyện Làng là ai,Remember
1768,Truyện ngắn Làng viết về đề tài gì,Create
1769,Tác giả đặt nhân vật chính vào tình huống như thế nào,Remember
1770,Trong các câu nói của ông Hai Nắng này là bỏ mẹ chúng nó chúng nó là ai,Remember
1771,Tên khai sinh của Kim Lân là gì,Remember
1772,Kim Lân xuất thân từ gia đình như thế nào,Understand
1773,Hoàn cảnh của Kim Lân có điều gì đặc biệt,Understand
1774,Trong thời kỳ phục vụ cách mạng Kim Lân đã tham gia các hoạt động nào,Understand
1775,Sau CMT 8 Kim Lân làm gì,Understand
1776,Quê hương Kim Lân nổi tiếng với loại hình nghệ thuật nào,Understand
1777,Truyện của Kim Lân viết về đối tượng nào là chủ yếu,Create
1778,Đâu không phải là tác phẩm của Kim Lân,Understand
1779,Đâu là nhận định đúng về sáng tác của Kim Lân,Understand
1780,Kim Lân viết truyện từ trước Cách mạng tháng Tám đúng hay sai,Apply
1781,Tác phẩm Làng ra đời khi nào,Understand
1782,Tác phẩm Làng của Kim Lân thuộc thể loại nào,Remember
1783,Nhân vật chính truyện Làng là ai,Remember
1784,Truyện ngắn Làng viết về đề tài gì,Create
1785,Ngôi kể trong truyện ngắn Làng,Understand
1786,Nhận định nói đúng nhất loại ngôn ngữ được sử dụng trong truyện Làng của Kim Lân,Understand
1787,Nhận định nào không phù hợp với nội dung tư tưởng được thể hiện qua truyện ngắn Làng,Understand
1788,Nhận định nói đúng nhất tình cảm của người nông dân trong kháng chiến,Understand
1789,Văn bản Làng sử dụng phương thức biểu đạt chủ yếu nào dưới đây,Analyze
1790,Nhận xét nào sau đây không đúng với nghệ thuật của truyện ngắn,Evaluate
1791,Văn bản viết về nhân vật ông Hai trong thời điểm nào,Create
1792,Tác giả đặt nhân vật chính vào tình huống như thế nào trong truyện Làng,Remember
1793,Trong các câu nói của ông Hai Nắng này là bỏ mẹ chúng nó chúng nó là ai,Remember
1794,Từ lắp bắp trong câu ông Hai quay phắt lại lắp bắp hỏi có nghĩa là gì,Remember
1795,Câu nào nói đúng nhất tâm trạng ông Hai khi nghe tin làng chợ Dầu theo giặc,Understand
1796,Vì sao ông Hai yêu làng nhưng không quay về làng khi bị mụ chủ nhà đuổi khéo không còn chỗ để đi hơn nữa ông lại còn thù cái làng của mình,Understand
1797,Mục đích của ông Hai trò chuyện với đứa con út là gì,Remember
1798,Tính cách của nhân vật ông Hai được thể hiện trong tác phẩm,Understand
1799,Tâm lí nhân vật chính trong tác phẩm thể hiện qua,Understand
1800,Từ truyện ngắn Làng có thể thấy nhà văn Kim Lân là người thế nào,Understand
1801,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Hôm nay may quá vớ được một anh dân quân đọc rất to dõng dạc rành rọt từng tiếng một Cơ chừng anh ta cũng mới học đánh vần được chữ nào anh ta đọc to luôn chữ ấy Ông lão nghe chẳng sót một câu nào Bao nhiêu là tin hay Một em nhỏ trong ban tuyên truyền xung phong bơi ra giữa hồ Hoàn Kiếm cắm quốc kỳ lên Tháp Rùa Đấy cứ kêu chúng nó là trẻ con mãi đi liệu đã bằng chúng nó chưa Một anh trung đội trưởng sau khi giết được bảy tên giặc đã tự sát bằng một quả lựu đạn cuối cùng Đội nữ du kích Trưng Trắc giả làm người đi mua hàng đã bắt sống một tên qua hai bốt Thao ngay giữa chợ Khiếp thật tinh những người giỏi cả Lại còn bao nhiêu tin đột kích nữa chỗ này giết được năm Pháp với hai Việt gian chỗ kia phá đổ một xe tăng và một xe díp Cứ thế chỗ này giết một tí chỗ kia giết một tí cả súng ống cũng vậy hôm nay dăm khẩu ngày mai dăm khẩu tích tiểu thành đại làm gì mà thằng Tây không bước sớm Ruột gan ông lão cứ múa cả lên vui quá SGK Ngữ văn 9 tập một Xác định phương thức biểu đạt chính được sử dụng trong đoạn trích trên,Analyze
1802,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Hôm nay may quá vớ được một anh dân quân đọc rất to dõng dạc rành rọt từng tiếng một Cơ chừng anh ta cũng mới học đánh vần được chữ nào anh ta đọc to luôn chữ ấy Ông lão nghe chẳng sót một câu nào Bao nhiêu là tin hay Một em nhỏ trong ban tuyên truyền xung phong bơi ra giữa hồ Hoàn Kiếm cắm quốc kỳ lên Tháp Rùa Đấy cứ kêu chúng nó là trẻ con mãi đi liệu đã bằng chúng nó chưa Một anh trung đội trưởng sau khi giết được bảy tên giặc đã tự sát bằng một quả lựu đạn cuối cùng Đội nữ du kích Trưng Trắc giả làm người đi mua hàng đã bắt sống một tên qua hai bốt Thao ngay giữa chợ Khiếp thật tinh những người giỏi cả Lại còn bao nhiêu tin đột kích nữa chỗ này giết được năm Pháp với hai Việt gian chỗ kia phá đổ một xe tăng và một xe díp Cứ thế chỗ này giết một tí chỗ kia giết một tí cả súng ống cũng vậy hôm nay dăm khẩu ngày mai dăm khẩu tích tiểu thành đại làm gì mà thằng Tây không bước sớm Ruột gan ông lão cứ múa cả lên vui quá SGK Ngữ văn 9 tập một Đoạn trích trên được trích từ văn bản nào,Remember
1803,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Hôm nay may quá vớ được một anh dân quân đọc rất to dõng dạc rành rọt từng tiếng một Cơ chừng anh ta cũng mới học đánh vần được chữ nào anh ta đọc to luôn chữ ấy Ông lão nghe chẳng sót một câu nào Bao nhiêu là tin hay Một em nhỏ trong ban tuyên truyền xung phong bơi ra giữa hồ Hoàn Kiếm cắm quốc kỳ lên Tháp Rùa Đấy cứ kêu chúng nó là trẻ con mãi đi liệu đã bằng chúng nó chưa Một anh trung đội trưởng sau khi giết được bảy tên giặc đã tự sát bằng một quả lựu đạn cuối cùng Đội nữ du kích Trưng Trắc giả làm người đi mua hàng đã bắt sống một tên qua hai bốt Thao ngay giữa chợ Khiếp thật tinh những người giỏi cả Lại còn bao nhiêu tin đột kích nữa chỗ này giết được năm Pháp với hai Việt gian chỗ kia phá đổ một xe tăng và một xe díp Cứ thế chỗ này giết một tí chỗ kia giết một tí cả súng ống cũng vậy hôm nay dăm khẩu ngày mai dăm khẩu tích tiểu thành đại làm gì mà thằng Tây không bước sớm Ruột gan ông lão cứ múa cả lên vui quá SGK Ngữ văn 9 tập một Những câu in đậm sử dụng hình thức ngôn ngữ nào,Understand
1804,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Hôm nay may quá vớ được một anh dân quân đọc rất to dõng dạc rành rọt từng tiếng một Cơ chừng anh ta cũng mới học đánh vần được chữ nào anh ta đọc to luôn chữ ấy Ông lão nghe chẳng sót một câu nào Bao nhiêu là tin hay Một em nhỏ trong ban tuyên truyền xung phong bơi ra giữa hồ Hoàn Kiếm cắm quốc kỳ lên Tháp Rùa Đấy cứ kêu chúng nó là trẻ con mãi đi liệu đã bằng chúng nó chưa Một anh trung đội trưởng sau khi giết được bảy tên giặc đã tự sát bằng một quả lựu đạn cuối cùng Đội nữ du kích Trưng Trắc giả làm người đi mua hàng đã bắt sống một tên qua hai bốt Thao ngay giữa chợ Khiếp thật tinh những người giỏi cả Lại còn bao nhiêu tin đột kích nữa chỗ này giết được năm Pháp với hai Việt gian chỗ kia phá đổ một xe tăng và một xe díp Cứ thế chỗ này giết một tí chỗ kia giết một tí cả súng ống cũng vậy hôm nay dăm khẩu ngày mai dăm khẩu tích tiểu thành đại làm gì mà thằng Tây không bước sớm Ruột gan ông lão cứ múa cả lên vui quá SGK Ngữ văn 9 tập một Xét theo cấu tạo câu văn Hôm nay may quá vớ được một anh dân quân đọc rất to dõng dạc rành rọt từng tiếng một thuộc kiểu câu gì,Create
1805,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Hôm nay may quá vớ được một anh dân quân đọc rất to dõng dạc rành rọt từng tiếng một Cơ chừng anh ta cũng mới học đánh vần được chữ nào anh ta đọc to luôn chữ ấy Ông lão nghe chẳng sót một câu nào Bao nhiêu là tin hay Một em nhỏ trong ban tuyên truyền xung phong bơi ra giữa hồ Hoàn Kiếm cắm quốc kỳ lên Tháp Rùa Đấy cứ kêu chúng nó là trẻ con mãi đi liệu đã bằng chúng nó chưa Một anh trung đội trưởng sau khi giết được bảy tên giặc đã tự sát bằng một quả lựu đạn cuối cùng Đội nữ du kích Trưng Trắc giả làm người đi mua hàng đã bắt sống một tên qua hai bốt Thao ngay giữa chợ Khiếp thật tinh những người giỏi cả Lại còn bao nhiêu tin đột kích nữa chỗ này giết được năm Pháp với hai Việt gian chỗ kia phá đổ một xe tăng và một xe díp Cứ thế chỗ này giết một tí chỗ kia giết một tí cả súng ống cũng vậy hôm nay dăm khẩu ngày mai dăm khẩu tích tiểu thành đại làm gì mà thằng Tây không bước sớm Ruột gan ông lão cứ múa cả lên vui quá SGK Ngữ văn 9 tập một Nội dung chính của đoạn văn trên là,Create
1806,Đọc đoạn trích sau và trả lời câu hỏi dưới đây 1 Ông lão bỗng ngừng lại ngờ ngợ như lời mình nói không được đúng lắm 2 Chả nhẽ cái bọn ở làng lại đốn đến thế được 3 Ông kiểm điểm từng người trong óc 4 Không mà họ toàn là những người có tinh thần cả mà 5 Họ đã ở lại làng quyết tâm một sống một chết với giặc có đời nào lại can tâm làm điều nhục nhã ấy Làng Kim Lân SGK Ngữ văn 9 tập một Văn bản trên được sáng tác trong thời kỳ nào,Understand
1807,Đọc đoạn trích sau và trả lời câu hỏi dưới đây 1 Ông lão bỗng ngừng lại ngờ ngợ như lời mình nói không được đúng lắm 2 Chả nhẽ cái bọn ở làng lại đốn đến thế được 3 Ông kiểm điểm từng người trong óc 4 Không mà họ toàn là những người có tinh thần cả mà 5 Họ đã ở lại làng quyết tâm một sống một chết với giặc có đời nào lại can tâm làm điều nhục nhã ấy Làng Kim Lân SGK Ngữ văn 9 tập một Văn bản chứa đoạn trích trên thuộc thể loại gì,Remember
1808,Đọc đoạn trích sau và trả lời câu hỏi dưới đây 1 Ông lão bỗng ngừng lại ngờ ngợ như lời mình nói không được đúng lắm 2 Chả nhẽ cái bọn ở làng lại đốn đến thế được 3 Ông kiểm điểm từng người trong óc 4 Không mà họ toàn là những người có tinh thần cả mà 5 Họ đã ở lại làng quyết tâm một sống một chết với giặc có đời nào lại can tâm làm điều nhục nhã ấy Làng Kim Lân SGK Ngữ văn 9 tập một Ông lão trong đoạn trích trên là nhân vật nào,Understand
1809,Đọc đoạn trích sau và trả lời câu hỏi dưới đây 1 Ông lão bỗng ngừng lại ngờ ngợ như lời mình nói không được đúng lắm 2 Chả nhẽ cái bọn ở làng lại đốn đến thế được 3 Ông kiểm điểm từng người trong óc 4 Không mà họ toàn là những người có tinh thần cả mà 5 Họ đã ở lại làng quyết tâm một sống một chết với giặc có đời nào lại can tâm làm điều nhục nhã ấy Làng Kim Lân SGK Ngữ văn 9 tập một Điều nhục nhã được nhắc tới trong đoạn trích là điều gì,Understand
1810,Đọc đoạn trích sau và trả lời câu hỏi dưới đây 1 Ông lão bỗng ngừng lại ngờ ngợ như lời mình nói không được đúng lắm 2 Chả nhẽ cái bọn ở làng lại đốn đến thế được 3 Ông kiểm điểm từng người trong óc 4 Không mà họ toàn là những người có tinh thần cả mà 5 Họ đã ở lại làng quyết tâm một sống một chết với giặc có đời nào lại can tâm làm điều nhục nhã ấy Làng Kim Lân SGK Ngữ văn 9 tập một Trong đoạn trích trên câu văn nào là lời độc thoại nội tâm của nhân vật,Understand
1811,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Có người hỏi Sao bảo làng Chợ Dầu tinh thần lắm cơ mà Ấy thế mà bây giờ đổ đốn ra thế đấy Ông Hai trả tiền nước đứng dậy chèm chẹp miệng cười nhạt một tiếng vươn vai nói to Hà nắng gớm về nào Ông lão vờ vờ đứng lảng ra chỗ khác rồi đi thẳng Tiếng cười nói xôn xao của đám người mới tản cư lên cứ vẫn dõi theo Ông nghe rõ cái giọng chua lanh lảnh của người đàn bà cho con bú Cha mẹ tiên sư nhà chúng nó Đói khổ ăn cắp ăn trộm bắt được người ta còn thương Cái giống Việt gian bán nước thì cứ cho mỗi đứa một nhát Ông Hai cúi gằm mặt xuống mà đi Ông thoáng nghĩ đến mụ chủ nhà Về đến nhà ông Hai nằm vật ra giường mấy đứa trẻ thấy bố hôm nay có vẻ khác len lén đưa nhau ra đầu nhà chơi sậm chơi sụi với nhau Nhìn lũ con tủi thân nước mắt ông lão cứ giàn ra Chúng nó cũng là trẻ con làng Việt gian đấy ư Chúng nó cũng bị người ta rẻ rúng hắt hủi đấy ư Khốn nạn bằng ấy tuổi đầu Làng SGK Ngữ văn 9 tập một Ai là tác giả của văn bản chứa đoạn trích trên,Remember
1812,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Có người hỏi Sao bảo làng Chợ Dầu tinh thần lắm cơ mà Ấy thế mà bây giờ đổ đốn ra thế đấy Ông Hai trả tiền nước đứng dậy chèm chẹp miệng cười nhạt một tiếng vươn vai nói to Hà nắng gớm về nào Ông lão vờ vờ đứng lảng ra chỗ khác rồi đi thẳng Tiếng cười nói xôn xao của đám người mới tản cư lên cứ vẫn dõi theo Ông nghe rõ cái giọng chua lanh lảnh của người đàn bà cho con bú Cha mẹ tiên sư nhà chúng nó Đói khổ ăn cắp ăn trộm bắt được người ta còn thương Cái giống Việt gian bán nước thì cứ cho mỗi đứa một nhát Ông Hai cúi gằm mặt xuống mà đi Ông thoáng nghĩ đến mụ chủ nhà Về đến nhà ông Hai nằm vật ra giường mấy đứa trẻ thấy bố hôm nay có vẻ khác len lén đưa nhau ra đầu nhà chơi sậm chơi sụi với nhau Nhìn lũ con tủi thân nước mắt ông lão cứ giàn ra Chúng nó cũng là trẻ con làng Việt gian đấy ư Chúng nó cũng bị người ta rẻ rúng hắt hủi đấy ư Khốn nạn bằng ấy tuổi đầu Làng SGK Ngữ văn 9 tập một Câu nào dưới đây là câu độc thoại,Understand
