id,question,syntax_depth
1211,Có những cách miêu tả nội tâm nào,4
1212,Câu thơ sau có sự kết hợp giữa các phương thức biểu đạt nào Bẽ bàng mây sớm đèm khuya Nửa tình nửa cảnh như chia tấm lòng Tưởng người dưới nguyệt chén đồng Tin sương luống những rày trông mai chờ Bên trời góc bể bơ vơ Tấm son gột rửa bao giờ cho phai,16
1213,Những câu sau chủ yếu miêu tả điều gì Nỗi mình thêm tức nỗi nhà Thềm hoa một bước lệ hoa mấy hàng Ngại ngùng dợn gió e sương Ngừng hoa bóng thẹn trông gương mặt dày Mối càng vén tóc bắt tay Nét buồn như cúc điệu gầy như mai,18
1214,Nhận định nào nói đúng nhất thái độ của tác giả thể hiện qua việc miêu tả cuộc sống của ông Ngư,6
1215,Các tình tiết của đoạn trích này giống với môtip nào trong truyện cổ dân gian mà em biết,4
1216,Nội dung chính của các câu thơ sau là gì Đêm khuya lặng lẽ như tờ Nghinh ngang sao mọt mịt mờ sương bay Trịnh Hâm khi ấy ra tay Vân Tiên bị ngã xô ngay xuống vời Trịnh Hâm giả điếc kêu trời Cho người thức dậy lấy lời phui pha,17
1217,Đoạn trích Lục Vân Tiên gặp nạn kể lại sự việc cụ thể nào,5
1218,Em đánh giá như thế nào về hành động của Trịnh Hâm trong đoạn trích này,4
1219,Đoạn thơ trên chủ yếu được viết theo phương thức nào,3
1220,Chủ đề của đoạn trích Lục Vân Tiên gặp nạn,5
1221,Nhận định nào nói đúng nghệ thuật kể chuyện của tác giả trong đoạn thơ trên,8
1222,Nhân vật ông Ngư không mang đặc điểm tính cách nào sau đây,5
1223,Nhận định nào nói đúng nhất tính cách ông Ngư thể hiện qua những lời nói của nhân vật này,7
1224,Nhận định nào nói đúng nhất về ngôn ngữ của đoạn trích,5
1225,Văn bản Lục Vân Tiên gặp nạn được trích từ tác phẩm nào,4
1226,Tác phẩm Lục Vân Tiên thuộc thể loại gì,3
1227,Tác phẩm Lục Vân Tiên viết bằng thể thơ gì,3
1228,Tác phẩm Lục Vân Tiên viết bằng ngôn ngữ nào,3
1230,Tích vào các đáp án đúng Đâu là giá trị nghệ thuật của văn bản,4
1231,Phương thức biểu đạt chính của văn bản là,3
1232,Văn bản nói về nội dung gì,3
1233,Chủ đề của đoạn trích Lục Vân Tiên gặp nạn,5
1234,Nhận định nào nói đúng nghệ thuật kể chuyện của tác giả trong đoạn thơ trên,8
1235,Nhân vật ông Ngư trong Lục Vân Tiên gặp nạn không mang đặc điểm tính cách nào sau đây,6
1236,Nhận định nào nói đúng nhất tính cách ông Ngư thể hiện qua những lời nói của nhân vật này,7
1237,Nhận định nào nói đúng nhất về ngôn ngữ của đoạn trích Lục Vân Tiên gặp nạn,5
1238,Nhận định nào nói đúng nhất thái độ của tác giả thể hiện qua việc miêu tả cuộc sống của ông Ngư,6
1239,Các tình tiết của đoạn trích này giống với môtip nào trong truyện cổ dân gian mà em biết,4
1240,Đoạn trích Lục Vân Tiên gặp nạn kể lại sự việc cụ thể nào,5
1241,Trịnh Hâm trong đoạn trích này hiện lên là một người,4
1242,Đọc đoạn trích sau và trả lời câu hỏi bên dưới Vân Tiên mình lụy giữa dòng Giao long dìu đỡ vào trong bãi này Vừa may trời đã sáng ngày Ông chày xem thấy vớt ngay lên bờ Hối con vầy lửa một giờ Ông hơ bụng dạ mụ hơ mặt mày Vân tiên vừa ấm chân tay Ngẩn ngơ hồn phách như say mới rồi Ngỡ thân mình phải nước trôi Hay đâu còn hãy đặng ngồi dương gian SGK Ngữ văn 9 tập một Đoạn thơ trên được trích trong trích đoạn nào,24
1243,Đọc đoạn trích sau và trả lời câu hỏi bên dưới Vân Tiên mình lụy giữa dòng Giao long dìu đỡ vào trong bãi này Vừa may trời đã sáng ngày Ông chày xem thấy vớt ngay lên bờ Hối con vầy lửa một giờ Ông hơ bụng dạ mụ hơ mặt mày Vân tiên vừa ấm chân tay Ngẩn ngơ hồn phách như say mới rồi Ngỡ thân mình phải nước trôi Hay đâu còn hãy đặng ngồi dương gian SGK Ngữ văn 9 tập một Cho biết hoàn cảnh của Lục Vân Tiên trong đoạn trích này,26
1244,Đọc đoạn trích sau và trả lời câu hỏi bên dưới Vân Tiên mình lụy giữa dòng Giao long dìu đỡ vào trong bãi này Vừa may trời đã sáng ngày Ông chày xem thấy vớt ngay lên bờ Hối con vầy lửa một giờ Ông hơ bụng dạ mụ hơ mặt mày Vân tiên vừa ấm chân tay Ngẩn ngơ hồn phách như say mới rồi Ngỡ thân mình phải nước trôi Hay đâu còn hãy đặng ngồi dương gian Biện pháp tu từ trong câu thơ  Vân tiên vừa ấm chân tay Ngẩn ngơ hồn phách như say mới rồi,25
1245,Đọc đoạn trích sau và trả lời câu hỏi bên dưới Vân Tiên mình lụy giữa dòng Giao long dìu đỡ vào trong bãi này Vừa may trời đã sáng ngày Ông chày xem thấy vớt ngay lên bờ Hối con vầy lửa một giờ Ông hơ bụng dạ mụ hơ mặt mày Vân tiên vừa ấm chân tay Ngẩn ngơ hồn phách như say mới rồi Ngỡ thân mình phải nước trôi Hay đâu còn hãy đặng ngồi dương gian SGK Ngữ văn 9 tập một Đâu là nhận xét đúng nhất về hành động của vợ chồng ông ngư trong đoạn trích trên,26
1246,Đọc đoạn trích sau và trả lời câu hỏi bên dưới Vân Tiên mình lụy giữa dòng Giao long dìu đỡ vào trong bãi này Vừa may trời đã sáng ngày Ông chày xem thấy vớt ngay lên bờ Hối con vầy lửa một giờ Ông hơ bụng dạ mụ hơ mặt mày Vân tiên vừa ấm chân tay Ngẩn ngơ hồn phách như say mới rồi Ngỡ thân mình phải nước trôi Hay đâu còn hãy đặng ngồi dương gian SGK Ngữ văn 9 tập một Đâu là nội dung chính của đoạn trích trên,25
1247,Đọc đoạn trích sau và trả lời câu hỏi dưới đây  Ngư ông khi ấy hỏi han Vân Tiên thưa hết mọi đàng gần xa Ngư rằng Người ở cùng ta Hôm mai hẩm hút với già cho vui Tiên rằng Ông lấy chi nuôi Thân tôi như thể trái mùi trên cây Nay đà trôi nổi đến đây Không chi báo đáp mình này trơ trơ Ngư rằng Lòng lão chẳng mơ Dốc lòng nhơn nghĩa há chờ trả ơn Nước trong rửa ruột sạch trơn Một câu danh lợi chi sờn lòng đây Rày voi mai vịnh vui vầy Ngày kia hứng gió đêm này chơi trăng Lục Vân Tiên gặp nạn SGK Ngữ văn 9  tập một Ai là tác giả của văn bản chứa đoạn trích trên,30
1248,Đọc đoạn trích sau và trả lời câu hỏi dưới đây  Ngư ông khi ấy hỏi han Vân Tiên thưa hết mọi đàng gần xa Ngư rằng Người ở cùng ta Hôm mai hẩm hút với già cho vui Tiên rằng Ông lấy chi nuôi Thân tôi như thể trái mùi trên cây Nay đà trôi nổi đến đây Không chi báo đáp mình này trơ trơ Ngư rằng Lòng lão chẳng mơ Dốc lòng nhơn nghĩa há chờ trả ơn Nước trong rửa ruột sạch trơn Một câu danh lợi chi sờn lòng đây Rày voi mai vịnh vui vầy Ngày kia hứng gió đêm này chơi trăng Lục Vân Tiên gặp nạn SGK Ngữ văn 9  tập một Các nhân vật tham gia đối thoại trong đoạn trích trên là ai,30
1249,Đọc đoạn trích sau và trả lời câu hỏi dưới đây  Ngư ông khi ấy hỏi han Vân Tiên thưa hết mọi đàng gần xa Ngư rằng Người ở cùng ta Hôm mai hẩm hút với già cho vui Tiên rằng Ông lấy chi nuôi Thân tôi như thể trái mùi trên cây Nay đà trôi nổi đến đây Không chi báo đáp mình này trơ trơ Ngư rằng Lòng lão chẳng mơ Dốc lòng nhơn nghĩa há chờ trả ơn Nước trong rửa ruột sạch trơn Một câu danh lợi chi sờn lòng đây Rày voi mai vịnh vui vầy Ngày kia hứng gió đêm này chơi trăng Lục Vân Tiên gặp nạn SGK Ngữ văn 9  tập một Xét về mục đích nói câu thơ Ngư rằng Người ở cùng ta  Hôm mai hẩm hút với già cho vui thuộc kiểu câu gì,32
1250,Đọc đoạn trích sau và trả lời câu hỏi dưới đây  Ngư ông khi ấy hỏi han Vân Tiên thưa hết mọi đàng gần xa Ngư rằng Người ở cùng ta Hôm mai hẩm hút với già cho vui Tiên rằng Ông lấy chi nuôi Thân tôi như thể trái mùi trên cây Nay đà trôi nổi đến đây Không chi báo đáp mình này trơ trơ Ngư rằng Lòng lão chẳng mơ Dốc lòng nhơn nghĩa há chờ trả ơn Nước trong rửa ruột sạch trơn Một câu danh lợi chi sờn lòng đây Rày voi mai vịnh vui vầy Ngày kia hứng gió đêm này chơi trăng Lục Vân Tiên gặp nạn SGK Ngữ văn 9  tập một Đoạn trích trên cho thấy nhân vật ông Ngư là người như thế nào,29
1251,Đọc đoạn trích sau và trả lời câu hỏi dưới đây  Ngư ông khi ấy hỏi han Vân Tiên thưa hết mọi đàng gần xa Ngư rằng Người ở cùng ta Hôm mai hẩm hút với già cho vui Tiên rằng Ông lấy chi nuôi Thân tôi như thể trái mùi trên cây Nay đà trôi nổi đến đây Không chi báo đáp mình này trơ trơ Ngư rằng Lòng lão chẳng mơ Dốc lòng nhơn nghĩa há chờ trả ơn Nước trong rửa ruột sạch trơn Một câu danh lợi chi sờn lòng đây Rày voi mai vịnh vui vầy Ngày kia hứng gió đêm này chơi trăng Lục Vân Tiên gặp nạn SGK Ngữ văn 9  tập một Đâu là điểm chung giữa nhân vật ông Ngư và Lục Vân Tiên,28
1252,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Đêm khuya lặng lẽ như tờ Nghinh ngang sao mọc mịt mờ sương bay Trịnh Hâm khi ấy ra tay Vân Tiên bị ngã xô ngay xuống vời Trịnh Hâm giả tiếng kêu trời Cho người thức dậy lấy lời phui pha Trong thuyền ai nấy kêu la Đều thương họ Lục xót xa tấm lòng SGK Ngữ văn 9  tập một Đoạn thơ trên được trích trong tác phẩm nào,20
1253,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Đêm khuya lặng lẽ như tờ Nghinh ngang sao mọc mịt mờ sương bay Trịnh Hâm khi ấy ra tay Vân Tiên bị ngã xô ngay xuống vời Trịnh Hâm giả tiếng kêu trời Cho người thức dậy lấy lời phui pha Trong thuyền ai nấy kêu la Đều thương họ Lục xót xa tấm lòng SGK Ngữ văn 9  tập một Đâu là những từ láy xuất hiện trong đoạn trích trên,19
1254,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Đêm khuya lặng lẽ như tờ Nghinh ngang sao mọc mịt mờ sương bay Trịnh Hâm khi ấy ra tay Vân Tiên bị ngã xô ngay xuống vời Trịnh Hâm giả tiếng kêu trời Cho người thức dậy lấy lời phui pha Trong thuyền ai nấy kêu la Đều thương họ Lục xót xa tấm lòng SGK Ngữ văn 9  tập một Từ họ Lục trong câu Đều thương họ Lục xót xa tấm lòng chỉ ai,23
1255,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Đêm khuya lặng lẽ như tờ Nghinh ngang sao mọc mịt mờ sương bay Trịnh Hâm khi ấy ra tay Vân Tiên bị ngã xô ngay xuống vời Trịnh Hâm giả tiếng kêu trời Cho người thức dậy lấy lời phui pha Trong thuyền ai nấy kêu la Đều thương họ Lục xót xa tấm lòng SGK Ngữ văn 9  tập một Trong đoạn thơ Trịnh Hâm hiện lên là một người,20
1256,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Đêm khuya lặng lẽ như tờ Nghinh ngang sao mọc mịt mờ sương bay Trịnh Hâm khi ấy ra tay Vân Tiên bị ngã xô ngay xuống vời Trịnh Hâm giả tiếng kêu trời Cho người thức dậy lấy lời phui pha Trong thuyền ai nấy kêu la Đều thương họ Lục xót xa tấm lòng SGK Ngữ văn 9  tập một Nội dung của đoạn trích trên là,21
1257,Chủ đề của đoạn trích Lục Vân Tiên gặp nạn là gì,5
1258,Nhận định nào nói đúng nghệ thuật kể chuyện của tác giả trong đoạn thơ trên,8
1259,Nhân vật ông Ngư không mang đặc điểm tính cách nào sau đây,5
1260,Nhận định nào nói đúng nhất tính cách ông Ngư thể hiện qua những lời nói của nhân vật này,7
1261,Nhận định nào nói đúng nhất về ngôn ngữ của đoạn trích,5
1262,Nhận định nào nói đúng nhất thái độ của tác giả thể hiện qua việc miêu tả cuộc sống của ông Ngư,6
1263,Các tình tiết của đoạn trích này giống với môtip nào trong truyện cổ dân gian mà em biết,4
1264,Nội dung chính của các câu thơ sau là gì Đêm khuya lặng lẽ như tờ Nghinh ngang sao mọt mịt mờ sương bay Trịnh Hâm khi ấy ra tay Vân Tiên bị ngã xô ngay xuống vời Trịnh Hâm giả điếc kêu trời Cho người thức dậy lấy lời phui pha,17
1265,Đoạn trích Lục Vân Tiên gặp nạn kể lại sự việc cụ thể nào,5
1266,Em đánh giá như thế nào về hành động của Trịnh Hâm trong đoạn trích này,4
1267,Đoạn thơ trên chủ yếu được viết theo phương thức nào,3
1268,Truyện Kiều của tác giả nào,3
1269,Nhân vật Vũ Nương trong tác phẩm nào,3
1270,Đoạn trích Lục Vân Tiên gặp nạn kể lại sự việc cụ thể nào,5
1271,Câu văn sau có sử dụng biện pháp tu từ nào Đầu xanh có tội tình gì Má hồng đến quá nửa thì chưa thôi,6
1272,Hoàng Lê nhất thống chí thuộc hồi thứ bao nhiêu,4
1273,Câu văn sau có sử dụng biện pháp tu từ nào Hoa giãi nguyệt nguyệt in từng tấm Nguyệt lồng hoa hoa thắm từng bông,6
1274,Tìm các từ tượng hình trong câu sau Tâm ngắm nghía các nét mặt xinh xẻo những con mắt ngây thơ lóng lánh dưới mái tóc tơ của các em,7
1275,Tìm các từ tượng hình trong câu sau Đoạn đường chạy qua đó không đủ rộng để làm một đường phố cũng không đủ hẹp để làm một ngõ hẻm đã không chịu lởm chởm mà chỉ hơi gập ghềnh,7
1276,Câu văn sau có sử dụng biện pháp tu từ nào Đầu xanh có tội tình gì Má hồng đến quá nửa thì chưa thôi,6
1277,Thành ngữ nào có nội dung được giải thích như sau khi xảy ra biến cố bộc lộ bộ mặt thật của kẻ giả nhân giả nghĩa,9
1278,Từ đồng nghĩa từ trái nghĩa cấp độ khái quát của nghĩa từ ngữ là những khái niệm thuộc về loại quan hệ nào giữa các từ,5
1279,Trong các cặp từ sau cặp từ nào không phải là từ trái nghĩa,6
1280,Từ nào không thuộc trường từ vựng Dụng cụ làm bếp,3
1281,Câu dưới đây sử dụng lối chơi chữ nào Năm năm tháng tháng ngày ngày Chờ chờ đợi đợi rày rày mai mai,6
1282,Từ vị tha có nghĩa là gì,4
1283,Thành ngữ nào có nội dung được giải thích như sau tự cao tự đại luôn cho rằng mình đúng giỏi hơn tất cả,8
1284,Tìm thành ngữ trong câu thơ sau Kiến bò miệng chén chưa lâu Mưa sâu cũng trả nghĩa sâu cho vừa,7
1285,Thành ngữ trong câu trên có nghĩa là,4
1286,Từ nào không thuộc trường từ vựng Mắt của con người,4
1287,Thành ngữ kẻ cắp bà già gặp nhau trong câu Phen này kẻ cắp bà già gặp nhau có nghĩa là gì,7
1288,Trong các dòng sau dòng nào là thành ngữ,3
1289,Trong các dòng sau dòng nào là thành ngữ,3
1290,Tìm thành ngữ trong câu thơ sau Kiến bò miệng chén chưa lâu Mưa sâu cũng trả nghĩa sâu cho vừa,7
1291,Thành ngữ trong câu sau có nghĩa là Kiến bò miệng chén chưa lâu Mưa sâu cũng trả nghĩa sâu cho vừa,5
1292,Từ nào không thuộc trường từ vựng Mắt của con người,4
1293,Trong các cặp từ sau cặp từ nào không phải là từ trái nghĩa,6
1294,Từ nào không thuộc trường từ vựng Dụng cụ làm bếp,3
1295,Từ vị tha có nghĩa là gì,4
1296,Thành ngữ nào có nội dung được giải thích như sau tự cao tự đại luôn cho rằng mình đúng giỏi hơn tất cả,8
1297,Từ nào đồng nghĩa với từ bé nhỏ,3
1298,Tìm thành ngữ trong câu thơ sau Kiến bò miệng chén chưa lâu Mưa sâu cũng trả nghĩa sâu cho vừa,7
1299,Thành ngữ trong câu trên có nghĩa là gì,4
1300,Từ nào không thuộc trường từ vựng Mắt của con người,4
1301,Thành ngữ Kẻ cắp bà già gặp nhau trong câu Phen này kẻ cắp bà già gặp nhau có nghĩa là gì,7
1302,Trong các dòng sau dòng nào là thành ngữ,3
1303,Từ đồng nghĩa từ trái nghĩa cấp độ khái quát của nghĩa từ ngữ là những khái niệm thuộc về loại quan hệ nào giữa các từ,5
1304,Trong các cặp từ sau cặp từ nào không phải là từ trái nghĩa,6
1305,Từ nào không thuộc trường từ vựng Dụng cụ làm bếp,3
1306,Câu dưới đây sử dụng lối chơi chữ nào Năm năm tháng tháng ngày ngày Chờ chờ đợi đợi rày rày mai mai,6
1307,Từ vị tha có nghĩa là gì,4
1308,Thành ngữ nào có nội dung được giải thích như sau tự cao tự đại luôn cho rằng mình đúng giỏi hơn tất cả,8
1309,Câu văn sau có sử dụng biện pháp tu từ nào Hoa giãi nguyệt nguyệt in từng tấm Nguyệt lồng hoa hoa thắm từng bông,6
1310,Tìm các từ tượng hình trong câu sau Tâm ngắm nghía các nét mặt xinh xẻo những con mắt ngây thơ lóng lánh dưới mái tóc tơ của các em,7
1311,Tìm các từ tượng hình trong câu sau Đoạn đường chạy qua đó không đủ rộng để làm một đường phố cũng không đủ hẹp để làm một ngõ hẻm đã không chịu lởm chởm mà chỉ hơi gập ghềnh,7
1312,Câu văn sau có sử dụng biện pháp tu từ nào Đầu xanh có tội tình gì Má hồng đến quá nửa thì chưa thôi,6
1313,Thành ngữ nào có nội dung được giải thích như sau khi xảy ra biến cố bộc lộ bộ mặt thật của kẻ giả nhân giả nghĩa,9
1314,Ý nào giải thích đúng nghĩa gốc của từ đồng chí,5
1315,Từ mặc kệ có nghĩa là gì,4
1316,Những câu thơ sau đây được viết theo phương thức biểu đạt nào Đêm nay rừng hoang sương muối Đứng cạnh bên nhau chờ giặc tới Đầu súng trăng treo,8
1317,Nội dung chính nào đã được thể hiện trong bài thơ đồng chí,3
1318,Theo Chính Hữu những yếu tố nào là cơ sở hình thành tình đồng chí của người lính cách mạng,6
1319,Bài thơ Đồng chí viết theo thể thơ nào,3
1320,Bài thơ Đồng chí được sáng tác trong hoàn cảnh nào,3
1321,Chính Hữu khai thác đề tài người lính ở khía cạnh nào là chủ yếu,4
1322,Câu thơ Đồng chí là câu gì,3
1323,Câu thơ Giếng nước gốc đa nhớ người ra lính sử dụng biện pháp tu từ nào,6
1324,Chính Hữu khai thác đề tài đó ở khía cạnh nào là chủ yếu,3
1325,Nội dung chính của các câu thơ sau là gì Quê hương anh nước mặn đồng chua Làng tôi nghèo đất cày lên sỏi đá,8
1326,Chính Hữu sinh năm bao nhiêu,3
1327,Chính Hữu gia nhập kháng chiến năm bao nhiêu,4
1328,Chính Hữu đã tham gia cuộc kháng chiến nào,3
1329,Chính Hữu bắt đầu làm thơ khi nào,5
1330,Tác giả thường viết về đề tài gì,3
1331,Đâu là tập thơ chính của Chính Hữu,3
1332,Chính Hữu sinh ra ở miền quê thế nào,3
1334,Bài thơ Đồng chí được sáng tác trong hoàn cảnh nào,3
1335,Bài thơ Đồng chí viết về đề tài gì,3
1336,Tình đồng chí của những người lính dựa trên cơ sở nào,4
1337,Đâu là giá trị nghệ thuật của bài thơ Đồng chí,3
1338,Chính Hữu khai thác đề tài đồng chí ở khía cạnh nào là chủ yếu,4
1339,Bài thơ được viết theo thể thơ nào,3
1340,Nhận định nào nói đúng nghĩa gốc của từ đồng chí,7
1341,Bài thơ Đồng chí có sự kết hợp các phương thức biểu đạt nào dưới đây,7
1342,Nhận xét nào sau đây không đúng với bài thơ Đồng chí,3
1343,Cảm xúc bao trùm lên bài thơ Đồng chí là gì,3
1344,Đọc đoạn trích sau và trả lời câu hỏi dưới đây  Ruộng nương anh gửi bạn thân cày Gian nhà không mặc kệ gió lung lay Giếng nước gốc đa nhớ người ra lính Anh với tôi biết từng cơn ớn lạnh Sốt run người vừng trán ướt mồ hôi Áo anh rách vai quần tôi có vài mảnh vá Miệng cười buốt giá Chân không giày Thương nhau tay nắm lấy bàn tay SGK Ngữ văn 9 tập một Xác định các phương thức biểu đạt được sử dụng trong đoạn trích trên,23
1345,Đọc đoạn trích sau và trả lời câu hỏi dưới đây  Ruộng nương anh gửi bạn thân cày Gian nhà không mặc kệ gió lung lay Giếng nước gốc đa nhớ người ra lính Anh với tôi biết từng cơn ớn lạnh Sốt run người vừng trán ướt mồ hôi Áo anh rách vai quần tôi có vài mảnh vá Miệng cười buốt giá Chân không giày Thương nhau tay nắm lấy bàn tay SGK Ngữ văn 9 tập một Các biện pháp tu từ được sử dụng trong câu  Giếng nước gốc đa nhớ người ra lính,25
1346,Đọc đoạn trích sau và trả lời câu hỏi dưới đây  Ruộng nương anh gửi bạn thân cày Gian nhà không mặc kệ gió lung lay Giếng nước gốc đa nhớ người ra lính Anh với tôi biết từng cơn ớn lạnh Sốt run người vừng trán ướt mồ hôi Áo anh rách vai quần tôi có vài mảnh vá Miệng cười buốt giá Chân không giày Thương nhau tay nắm lấy bàn tay SGK Ngữ văn 9 tập một Đoạn thơ trên được trích từ văn bản nào,22
1347,Đọc đoạn trích sau và trả lời câu hỏi dưới đây  Ruộng nương anh gửi bạn thân cày Gian nhà không mặc kệ gió lung lay Giếng nước gốc đa nhớ người ra lính Anh với tôi biết từng cơn ớn lạnh Sốt run người vừng trán ướt mồ hôi Áo anh rách vai quần tôi có vài mảnh vá Miệng cười buốt giá Chân không giày Thương nhau tay nắm lấy bàn tay SGK Ngữ văn 9 tập một Cái nắm tay trong đoạn thơ trên còn được xuất hiện trong bài thơ nào,24
1348,Đọc đoạn trích sau và trả lời câu hỏi dưới đây  Ruộng nương anh gửi bạn thân cày Gian nhà không mặc kệ gió lung lay Giếng nước gốc đa nhớ người ra lính Anh với tôi biết từng cơn ớn lạnh Sốt run người vừng trán ướt mồ hôi Áo anh rách vai quần tôi có vài mảnh vá Miệng cười buốt giá Chân không giày Thương nhau tay nắm lấy bàn tay SGK Ngữ văn 9 tập một Đoạn trích trên cho thấy vẻ đẹp gì của người lính chống Pháp,24
1349,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Quê hương anh nước mặn đồng chua Làng tôi nghèo đất cày lên sỏi đá Anh với tôi đôi người xa lạ Tự phương trời chẳng hẹn quen nhau Súng bên súng đầu sát bên đầu Đêm rét chung chăn thành đôi tri kỷ Đồng chí Đồng chí SGK Ngữ văn 9  tập một Ai là tác giả của văn bản chứa đoạn trích trên,23
1350,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Quê hương anh nước mặn đồng chua Làng tôi nghèo đất cày lên sỏi đá Anh với tôi đôi người xa lạ Tự phương trời chẳng hẹn quen nhau Súng bên súng đầu sát bên đầu Đêm rét chung chăn thành đôi tri kỷ Đồng chí Đồng chí SGK Ngữ văn 9  tập một Các biện pháp tu từ được sử dụng trong hai câu thơ đầu tiên,20
1351,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Quê hương anh nước mặn đồng chua Làng tôi nghèo đất cày lên sỏi đá Anh với tôi đôi người xa lạ Tự phương trời chẳng hẹn quen nhau Súng bên súng đầu sát bên đầu Đêm rét chung chăn thành đôi tri kỷ Đồng chí Đồng chí SGK Ngữ văn 9  tập một Nội dung của đoạn trích trên là,20
1352,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Quê hương anh nước mặn đồng chua Làng tôi nghèo đất cày lên sỏi đá Anh với tôi đôi người xa lạ Tự phương trời chẳng hẹn quen nhau Súng bên súng đầu sát bên đầu Đêm rét chung chăn thành đôi tri kỷ Đồng chí Đồng chí SGK Ngữ văn 9  tập một Từ tri kỷ trong đoạn thơ trên còn được xuất hiện trong bài thơ nào,20
1353,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Quê hương anh nước mặn đồng chua Làng tôi nghèo đất cày lên sỏi đá Anh với tôi đôi người xa lạ Tự phương trời chẳng hẹn quen nhau Súng bên súng đầu sát bên đầu Đêm rét chung chăn thành đôi tri kỷ Đồng chí Đồng chí SGK Ngữ văn 9  tập một Xét theo cấu tạo câu thơ Đồng chí thuộc kiểu câu gì,20
1354,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Đêm nay rừng hoang sương muối Đứng cạnh bên nhau chờ giặc tới Đầu súng trăng treo Đồng chí  Chính Hữu Ngữ văn 9 tập 1 NXB Giáo dục 2010 Bài thơ Đồng chí được sáng tác trong thời kỳ nào,14
1355,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Đêm nay rừng hoang sương muối Đứng cạnh bên nhau chờ giặc tới Đầu súng trăng treo Đồng chí  Chính Hữu Ngữ văn 9 tập 1 NXB Giáo dục 2010 Một tác phẩm trong chương trình Văn 9 tập 1 sáng tác cùng năm với bài thơ Đồng chí là,18
1356,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Đêm nay rừng hoang sương muối Đứng cạnh bên nhau chờ giặc tới Đầu súng trăng treo Đồng chí  Chính Hữu Ngữ văn 9 tập 1 NXB Giáo dục 2010 Đoạn thơ trên nằm trong phần nào của văn bản Đồng chí,16
1357,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Đêm nay rừng hoang sương muối Đứng cạnh bên nhau chờ giặc tới Đầu súng trăng treo Đồng chí  Chính Hữu Ngữ văn 9 tập 1 NXB Giáo dục 2010 Xét theo cấu tạo câu thơ Đầu súng trăng treo thuộc kiểu câu gì,18
1358,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Đêm nay rừng hoang sương muối Đứng cạnh bên nhau chờ giặc tới Đầu súng trăng treo Đồng chí  Chính Hữu Ngữ văn 9 tập 1 NXB Giáo dục 2010 Đoạn trích trên mang biểu tượng giữa,10
1359,Bài thơ Đồng chí được sáng tác trong hoàn cảnh nào,3
1360,Bài thơ Đồng chí có bố cục gồm mấy phần,5
1361,Cơ sở hình thành tình đồng chí,4
1362,Câu thơ Đồng chí là câu gì,3
1363,Câu thơ Giếng nước gốc đa nhớ người ra lính sử dụng biện pháp tu từ nào,6
1364,Chính Hữu khai thác đề tài đó ở khía cạnh nào là chủ yếu,3
1365,Nội dung chính của các câu thơ sau là gì Quê hương anh nước mặn đồng chua Làng tôi nghèo đất cày lên sỏi đá,8
1366,Nhận định nào đúng nhất nội dung chính của các câu thơ sau Ruộng nương anh gửi bạn thân cày Gian nhà không mặc kệ gió lung lay Giếng nước gốc đa nhớ người ra lính,13
1367,Tình đồng chí được thể hiện rõ nhất trong 3 câu thơ trên là gì,4
1368,Từ mặc kệ có nghĩa là gì,4
1369,Những câu thơ sau đây được viết theo phương thức biểu đạt nào Đêm nay rừng hoang sương muối Đứng cạnh bên nhau chờ giặc tới Đầu súng trăng treo,8
1370,Hình ảnh đầu súng trăng treo có ý nghĩa tả thực hay biểu tượng,5
1371,Giọng điệu bài thơ được thể hiện thế nào,4
1372,Hình tượng người lính lái xe trên tuyến đường Trương Sơn thời chống Mỹ được tác giả khắc hoạ qua những phương diện nào,6
1373,Qua những dòng thơ ta thấy tác giả là người như thế nào,3
1374,Bài thơ có sự kết hợp giữa các phương thức biểu đạt nào,4
1375,Dòng nào nói đúng nhất đặc điểm của những người lính lái xe của Phạm Tiến Duật,6
1376,Hoàn cảnh sáng tácbài Bài thơ về tiểu đội xe không kính là,5
1377,Dòng nào nói đúng nhất giọng điệu của Bài thơ về tiểu đội xe không kính,5
1378,Tác giả sáng tạo hình ảnh độc đáo những chiếc xe không kính nhằm mục đích gì,5
1379,Biện pháp tu từ nào được sử dụng trong những câu sau Thấy sao trời và đột ngột cánh chim Như sa như ùa vào buồng lái  Bụi phun tóc trắng như người già  Mưa tuôn mưa xối như ngoài trời,11
1380,Nhận định nào nói đúng nhất vẻ đẹp của hình ảnh những người lính lái xe trong bài thơ này,6
1381,Phạm Tiến Duật từng học ở đâu,3
1382,Phạm Tiến Duật tham gia cuộc kháng chiến nào,3
1383,Trong chiến tranh Phạm Tiến Duật hoạt động ở đâu,3
